text,label
Transaction ca0e08e3-f0d5-4cba-91f2-6392dec40438 of 1792.4 INR from user398@upi to merchant192@upi on 2025-08-24T14:37:16.284110 status FAILED in Education.,UPI_TRANSACTION
Transaction 7b6bae9f-bfb3-4eff-944e-f6129d5aa2b0 of 2502.07 INR from user700@upi to merchant36@upi on 2025-09-06T06:35:45.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction b492141b-bc11-48a1-bb99-42b9735f1230 of 4535.8 INR from user968@upi to merchant116@upi on 2025-09-05T23:39:56.284110 status SUCCESS in Shopping.,UPI_TRANSACTION
Transaction 6f3b90d0-3001-4882-a2b8-fab43b456b90 of 1542.34 INR from user536@upi to merchant48@upi on 2025-08-19T04:30:18.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction 8090b948-b649-448d-bd97-24dad5f30aa1 of 1006.87 INR from user748@upi to merchant4@upi on 2025-08-23T20:23:48.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction 756e56a5-2b75-46fc-8da2-d4dc442b89e5 of 2718.76 INR from user96@upi to merchant114@upi on 2025-08-23T03:48:21.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction 673cb537-4418-4ed6-aace-0466a00b8e13 of 2497.08 INR from user255@upi to merchant120@upi on 2025-08-23T07:25:28.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction 10a35912-4c41-4074-a162-6847a27bdf37 of 4818.94 INR from user726@upi to merchant34@upi on 2025-09-05T21:52:02.284110 status PENDING in Shopping.,UPI_TRANSACTION
Transaction 70fdee08-d096-448e-a127-7e2a2ccd5abe of 3394.28 INR from user518@upi to merchant173@upi on 2025-09-05T20:31:33.284110 status SUCCESS in Groceries.,UPI_TRANSACTION
Transaction ef64b886-9af2-4f04-96e7-7f3d7464008e of 3104.08 INR from user946@upi to merchant132@upi on 2025-09-11T13:35:05.284110 status FAILED in Education.,UPI_TRANSACTION
Transaction 2f978feb-ba10-48b8-9e45-3bde606271b9 of 77.56 INR from user832@upi to merchant132@upi on 2025-09-09T04:42:36.284110 status SUCCESS in FoodDelivery.,UPI_TRANSACTION
Transaction 1b615591-5ee9-4556-b14b-814bd7ec29c8 of 713.34 INR from user916@upi to merchant105@upi on 2025-09-10T01:42:44.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction dd4a37da-28aa-4d77-b64b-03a06d4893b3 of 4807.63 INR from user788@upi to merchant90@upi on 2025-09-12T07:59:45.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction f93ee289-d731-4591-a7ee-88a7256efa8f of 2663.39 INR from user112@upi to merchant70@upi on 2025-09-08T17:12:34.284110 status SUCCESS in FoodDelivery.,UPI_TRANSACTION
Transaction 33c932f5-e47c-4042-8afa-de435821e500 of 546.38 INR from user567@upi to merchant91@upi on 2025-08-18T15:59:16.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction ae20b8f4-3357-4e61-8aea-f07e4b3f8268 of 524.18 INR from user404@upi to merchant123@upi on 2025-09-12T23:29:14.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction ab28857b-2752-4bc1-b7ac-a1c3c6e49e6e of 2065.77 INR from user646@upi to merchant146@upi on 2025-08-30T21:08:38.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction 62808860-cfa4-4198-87d9-f440f084849b of 1482.44 INR from user79@upi to merchant105@upi on 2025-09-14T05:03:30.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction 80c79054-43c1-4472-bb05-2f676cdbf611 of 3821.12 INR from user423@upi to merchant189@upi on 2025-09-08T04:03:40.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 32f09607-1547-4c7f-bade-bb0d4fe36e80 of 1622.57 INR from user301@upi to merchant198@upi on 2025-09-03T05:04:58.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction 2a024e57-4bb2-4b06-943a-6131f6a7c526 of 4058.88 INR from user66@upi to merchant22@upi on 2025-09-09T15:41:25.284110 status SUCCESS in Shopping.,UPI_TRANSACTION
Transaction eafcfef5-8f12-4543-a681-1815622d47d6 of 2762.25 INR from user233@upi to merchant181@upi on 2025-09-07T07:07:26.284110 status SUCCESS in Health.,UPI_TRANSACTION
Transaction cf02b1c8-6ea1-4e91-9aaf-9daa83c14785 of 1318.36 INR from user34@upi to merchant102@upi on 2025-08-25T02:27:16.284110 status SUCCESS in Shopping.,UPI_TRANSACTION
Transaction f8666d31-7e77-48cf-98e9-c6c19743e86c of 248.7 INR from user296@upi to merchant151@upi on 2025-08-15T16:24:31.284110 status SUCCESS in Travel.,UPI_TRANSACTION
Transaction b9245b43-2d1f-418d-b266-33cf165ad1e0 of 3817.83 INR from user888@upi to merchant88@upi on 2025-08-19T23:43:51.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction e21c8939-b62c-478c-bb47-1d4bf0d57310 of 2774.73 INR from user588@upi to merchant21@upi on 2025-08-27T16:13:36.284110 status SUCCESS in FoodDelivery.,UPI_TRANSACTION
Transaction ca24aafc-ab5c-4c9b-aef4-d51d72f27109 of 3988.89 INR from user368@upi to merchant7@upi on 2025-08-23T19:35:44.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction 8644bc2c-007e-42d7-9491-f2f797428c94 of 2464.06 INR from user358@upi to merchant159@upi on 2025-08-18T23:43:11.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction ffca4ff6-8adc-41c2-be3a-f2cb4ff1cdec of 4804.03 INR from user950@upi to merchant161@upi on 2025-09-13T03:57:10.284110 status FAILED in Education.,UPI_TRANSACTION
Transaction 55b0609a-9f9f-4cf8-9eda-ece3954d5f7b of 2647.42 INR from user191@upi to merchant5@upi on 2025-09-07T18:28:35.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction e3b2b27d-c990-491d-9a61-265076b90c1a of 3935.71 INR from user473@upi to merchant20@upi on 2025-08-27T22:50:02.284110 status SUCCESS in FoodDelivery.,UPI_TRANSACTION
Transaction a556c6a5-3158-403e-bf61-414e7feabdbd of 2586.89 INR from user122@upi to merchant152@upi on 2025-09-02T06:40:33.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction e288dfd2-3551-48fa-8a80-1542a394d1f3 of 1980.11 INR from user451@upi to merchant48@upi on 2025-08-19T21:55:21.284110 status PENDING in FoodDelivery.,UPI_TRANSACTION
Transaction 6c709caf-73c4-4330-a687-4e80cfd4beff of 3657.24 INR from user113@upi to merchant73@upi on 2025-08-25T19:46:44.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction c7bbcca1-6864-4fb3-af11-2457f33bbbe3 of 2632.36 INR from user295@upi to merchant120@upi on 2025-09-09T14:39:38.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction 3a515d8d-d62a-4a52-8343-c6b77ed2e87d of 2015.78 INR from user809@upi to merchant88@upi on 2025-09-06T19:06:14.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction bc411ad5-364a-48f3-97ca-748b126a1aa1 of 2784.47 INR from user550@upi to merchant83@upi on 2025-09-07T17:46:40.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction c79cbfa4-1eec-4d9b-b2fb-a9c5eff6ae09 of 131.36 INR from user651@upi to merchant159@upi on 2025-08-20T12:26:06.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction 56bce172-74fd-4403-89fc-87bf1ddb4722 of 4272.01 INR from user519@upi to merchant113@upi on 2025-08-27T06:36:57.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
Transaction d97af7c5-8a30-4584-87e0-d2a0aa603fab of 4685.74 INR from user865@upi to merchant73@upi on 2025-09-02T18:48:44.284110 status SUCCESS in Groceries.,UPI_TRANSACTION
Transaction 179c3c77-6e38-4b62-b99a-7f0955417877 of 3711.35 INR from user365@upi to merchant166@upi on 2025-09-05T01:32:59.284110 status SUCCESS in Groceries.,UPI_TRANSACTION
Transaction 765fc9cd-6d05-4db7-b457-b1a83565c976 of 2551.01 INR from user78@upi to merchant92@upi on 2025-08-31T12:27:34.284110 status SUCCESS in FoodDelivery.,UPI_TRANSACTION
Transaction 2bad34c7-fe9e-455a-b0e3-39ae2976823d of 1606.81 INR from user523@upi to merchant74@upi on 2025-08-20T03:46:15.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction 981f6895-fc0a-4968-8679-11dc39a0fbc9 of 1149.0 INR from user269@upi to merchant100@upi on 2025-09-03T09:13:56.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction 48a29d00-082e-4454-8ef1-6b54c90258c9 of 1162.25 INR from user719@upi to merchant40@upi on 2025-08-28T19:20:44.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction edfb7883-6b8c-4afa-be12-33c1e16a1802 of 4400.96 INR from user828@upi to merchant127@upi on 2025-09-01T03:19:47.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction 2c8330af-53bd-4012-acb3-cdcfdf31fbb9 of 1933.3 INR from user656@upi to merchant16@upi on 2025-08-23T03:50:12.284110 status SUCCESS in FoodDelivery.,UPI_TRANSACTION
Transaction 8be25829-2140-4c55-836a-a94d50ad477e of 2300.97 INR from user903@upi to merchant98@upi on 2025-08-31T09:10:35.284110 status FAILED in Education.,UPI_TRANSACTION
Transaction 71f53a02-84d7-406e-8887-f54420935b85 of 4593.42 INR from user543@upi to merchant72@upi on 2025-08-30T00:20:12.284110 status PENDING in Health.,UPI_TRANSACTION
Transaction 4ce84365-62fe-48cf-99a3-2c808fb070fa of 1999.59 INR from user330@upi to merchant120@upi on 2025-09-06T20:15:11.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction ecceb770-c1bc-4272-9e1e-307631e277e5 of 3987.36 INR from user205@upi to merchant35@upi on 2025-08-27T00:47:48.284110 status SUCCESS in Travel.,UPI_TRANSACTION
Transaction bd24a4d5-6374-4bb8-b2f2-b50ba0b5010c of 4611.2 INR from user632@upi to merchant172@upi on 2025-08-22T00:52:34.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction 85d39ed9-8e08-4503-9190-f1657fd08c2e of 3782.32 INR from user509@upi to merchant62@upi on 2025-08-29T07:06:24.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction f81550b1-996a-458b-bd1f-79ee3376083b of 2482.21 INR from user191@upi to merchant12@upi on 2025-08-23T06:00:13.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction 725c1a6e-3849-44cb-a980-841e948940a6 of 3971.97 INR from user156@upi to merchant91@upi on 2025-09-06T15:40:56.284110 status SUCCESS in Groceries.,UPI_TRANSACTION
Transaction ac8902c8-4288-400a-91ed-29ece25d3928 of 4482.79 INR from user93@upi to merchant114@upi on 2025-08-28T04:24:50.284110 status SUCCESS in Health.,UPI_TRANSACTION
Transaction e69b674a-5576-4d94-b76b-fc3842f64f93 of 2968.98 INR from user911@upi to merchant153@upi on 2025-08-24T18:41:06.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction 25617980-8cdf-4362-be3e-29937a861ff1 of 1507.14 INR from user350@upi to merchant65@upi on 2025-08-20T08:45:45.284110 status SUCCESS in Groceries.,UPI_TRANSACTION
Transaction c5d7a797-aaa8-4f1f-a361-5ad23a6603e6 of 3456.7 INR from user829@upi to merchant63@upi on 2025-08-20T03:49:46.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction ff91c6b5-00c0-4189-9565-fa309a8b6553 of 939.44 INR from user352@upi to merchant143@upi on 2025-09-09T20:49:50.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction 641ee592-f582-496c-87bd-c31afdda8706 of 3431.92 INR from user220@upi to merchant46@upi on 2025-08-19T19:45:54.284110 status SUCCESS in Groceries.,UPI_TRANSACTION
Transaction d92b3085-3cb6-45f8-8653-8b261ebcab52 of 911.27 INR from user101@upi to merchant20@upi on 2025-09-07T12:46:41.284110 status PENDING in FoodDelivery.,UPI_TRANSACTION
Transaction 1e2a3caf-1833-412a-b2f1-9d6f35906e53 of 2227.89 INR from user478@upi to merchant195@upi on 2025-09-12T02:30:00.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
Transaction 5670986a-c78e-4607-8a07-a628a3d497cf of 2245.13 INR from user497@upi to merchant97@upi on 2025-09-08T15:43:02.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction 0df11cdc-622f-4962-a8bb-7f5b65477a3e of 4261.37 INR from user160@upi to merchant106@upi on 2025-09-05T08:49:25.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction efbfcffb-84fa-425d-8489-1d0bd5a7bb5f of 998.5 INR from user479@upi to merchant187@upi on 2025-09-04T00:56:57.284110 status PENDING in Shopping.,UPI_TRANSACTION
Transaction fb0e92f5-efed-4ef7-a5c6-2f60b3cc2cf5 of 2492.75 INR from user808@upi to merchant91@upi on 2025-09-12T14:38:03.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
Transaction c1d31025-76b8-4ba2-8546-6b992b7bd300 of 3076.28 INR from user17@upi to merchant92@upi on 2025-09-01T00:56:15.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction 4997f343-c06e-4ebb-8e5b-7431ba938abc of 2824.19 INR from user771@upi to merchant125@upi on 2025-08-23T22:35:19.284110 status SUCCESS in Health.,UPI_TRANSACTION
Transaction 67aa25a3-c32d-4f76-bdaa-693b980203bd of 4864.11 INR from user375@upi to merchant140@upi on 2025-09-03T05:39:35.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction c9c33e6d-5419-4910-9afe-c3452aa184b1 of 2057.13 INR from user802@upi to merchant16@upi on 2025-09-01T05:07:52.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction ac5efcba-e9d8-4a6b-b901-dbb8c967d0b7 of 1800.89 INR from user819@upi to merchant187@upi on 2025-08-25T08:57:31.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction 323d8326-9d6a-4991-ac5b-37de6c6c2a8a of 1860.31 INR from user356@upi to merchant96@upi on 2025-09-03T09:13:11.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
Transaction a621c5d0-98ef-4a28-8a1e-c5a6e8e3851a of 2314.83 INR from user342@upi to merchant68@upi on 2025-09-12T18:21:36.284110 status SUCCESS in FoodDelivery.,UPI_TRANSACTION
Transaction 17c52f85-a9e1-4b7b-b1b0-c595015d0184 of 4167.15 INR from user272@upi to merchant181@upi on 2025-08-16T01:34:42.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction 58aaebd2-6b0d-4ef5-b2cd-65266e0b3cf2 of 3388.64 INR from user505@upi to merchant22@upi on 2025-08-18T08:09:33.284110 status FAILED in Education.,UPI_TRANSACTION
Transaction 4b42cc0a-9fc4-4cf4-8ef7-89b98b99513f of 4665.23 INR from user523@upi to merchant109@upi on 2025-08-30T17:10:40.284110 status SUCCESS in FoodDelivery.,UPI_TRANSACTION
Transaction e503f70f-6900-49c9-ac27-d16227377c1c of 801.07 INR from user706@upi to merchant163@upi on 2025-08-23T05:22:35.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction 115c7527-fb5f-47c1-80f5-38b16d2e0695 of 2065.8 INR from user434@upi to merchant73@upi on 2025-09-13T06:48:10.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction b6d53b9c-5ac8-45a7-8af9-2990231994d3 of 4880.39 INR from user923@upi to merchant174@upi on 2025-08-28T07:04:50.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction ededa6b6-1430-4b69-8f33-7554ed103e3e of 3063.9 INR from user610@upi to merchant94@upi on 2025-08-22T04:24:48.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction fac78f0e-8330-403b-959b-99b60216ac0a of 1665.35 INR from user534@upi to merchant106@upi on 2025-09-13T19:44:30.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction ac8dbd14-bccd-49bd-b189-6219beb01201 of 3808.67 INR from user669@upi to merchant126@upi on 2025-09-08T15:43:17.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction 5763a575-a2c4-41d9-9630-c8604315f12c of 902.52 INR from user570@upi to merchant112@upi on 2025-08-25T00:45:47.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction da4b59d9-9417-459c-805d-b74fdc397b52 of 4698.75 INR from user324@upi to merchant63@upi on 2025-09-05T05:35:33.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction 99f16245-4dd0-4084-83ae-356234205e19 of 133.58 INR from user638@upi to merchant26@upi on 2025-09-06T22:37:11.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction dbb4f09b-8d4c-48bd-8dcb-4651c7683b84 of 3509.73 INR from user856@upi to merchant26@upi on 2025-09-05T16:50:26.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction 2e9aee46-3579-4c64-baef-77b3d9dfc8d0 of 4168.25 INR from user982@upi to merchant57@upi on 2025-08-28T19:22:10.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction 456dbac9-5636-40a1-bf5d-0e19a38a984b of 225.7 INR from user637@upi to merchant32@upi on 2025-08-30T14:48:21.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction 013c5156-0b78-46af-97fa-ff3123773480 of 1060.86 INR from user40@upi to merchant2@upi on 2025-09-13T18:08:15.284110 status PENDING in FoodDelivery.,UPI_TRANSACTION
Transaction ac2c0e7d-43c9-41e2-82ca-c76576d22c10 of 791.0 INR from user351@upi to merchant79@upi on 2025-08-16T17:19:33.284110 status PENDING in Shopping.,UPI_TRANSACTION
Transaction 416b717d-7db7-4bb7-8c1e-e580b487b54a of 4197.48 INR from user466@upi to merchant58@upi on 2025-08-23T13:41:39.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction 4089e07f-c325-41b5-9209-0791b8738746 of 4245.74 INR from user308@upi to merchant175@upi on 2025-08-19T09:24:16.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction df222da5-6415-41f6-809a-0f474902ca13 of 240.49 INR from user831@upi to merchant156@upi on 2025-08-26T03:17:36.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction 12169fd3-adc6-48e9-abb7-ad15749068b4 of 2689.16 INR from user404@upi to merchant27@upi on 2025-08-20T21:30:56.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction e50d3e87-a21c-4ec9-ab19-9422b266402f of 3317.7 INR from user787@upi to merchant182@upi on 2025-09-04T10:11:10.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction 5b918f19-23fd-4598-a252-9831147e28e0 of 1287.95 INR from user852@upi to merchant27@upi on 2025-08-17T16:08:38.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
Transaction c058ae3e-ceaf-4ba9-a849-b166a0ff9a74 of 2070.19 INR from user287@upi to merchant25@upi on 2025-08-23T07:26:23.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction dc5dfa39-912c-4d02-a087-6a152ab6583d of 495.1 INR from user199@upi to merchant154@upi on 2025-08-16T01:26:15.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction 2f6dc854-1add-4271-a8e4-c3d479bc0603 of 2309.23 INR from user348@upi to merchant69@upi on 2025-09-08T18:59:44.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction 95179272-8f5e-4fb4-bd7a-dc56a714d4a9 of 2192.6 INR from user16@upi to merchant75@upi on 2025-08-28T11:58:31.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction 8df59028-fc1d-4bd3-84d9-bd69e3285869 of 3451.79 INR from user437@upi to merchant79@upi on 2025-08-28T07:20:42.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction be74b361-7d86-4c2b-a4fb-23241823a92a of 2008.31 INR from user334@upi to merchant164@upi on 2025-09-07T21:09:46.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction d0a505e1-7cf4-4a4f-ba44-c7815b52728d of 3831.37 INR from user811@upi to merchant52@upi on 2025-08-31T23:33:21.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction a9329561-badd-46fe-8401-62ccbbe272d2 of 2093.13 INR from user60@upi to merchant151@upi on 2025-08-23T13:42:29.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction 08f3081f-6846-4b29-8c48-6a3cfaabca21 of 4483.42 INR from user366@upi to merchant24@upi on 2025-09-13T22:17:40.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction 1cdd8f20-d1b1-45be-9c21-b6155cb6a2fa of 3417.64 INR from user813@upi to merchant128@upi on 2025-08-28T03:54:27.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction 7214a87d-e24b-437f-b751-f71b03c5014c of 4776.28 INR from user703@upi to merchant193@upi on 2025-08-27T01:51:10.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 9ca81820-f0c6-4446-aecb-48ff54d73a57 of 1430.38 INR from user160@upi to merchant67@upi on 2025-09-08T02:07:03.284110 status SUCCESS in Travel.,UPI_TRANSACTION
Transaction b0fee0e3-107c-46f0-a4ce-019cb1793ea1 of 106.25 INR from user561@upi to merchant200@upi on 2025-08-16T09:57:45.284110 status PENDING in Shopping.,UPI_TRANSACTION
Transaction 4a14be13-5b28-49a0-8e3f-14608a8a5238 of 204.4 INR from user89@upi to merchant76@upi on 2025-08-29T22:02:31.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction 2b5b9d99-b4b7-48b6-9913-c5aec799d9ec of 3638.14 INR from user409@upi to merchant63@upi on 2025-08-16T07:32:15.284110 status SUCCESS in FoodDelivery.,UPI_TRANSACTION
Transaction 5e6c17d8-e62d-4696-9bc4-94881152686b of 3435.58 INR from user622@upi to merchant52@upi on 2025-09-12T11:02:30.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction 1aa23c67-fb08-4da0-b1f6-0d3aae92b4df of 553.76 INR from user109@upi to merchant89@upi on 2025-09-11T04:40:14.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction 0feefbfc-2f83-49e6-8b64-a29e35c8a0a5 of 1973.91 INR from user971@upi to merchant22@upi on 2025-09-01T13:37:44.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction 657141f2-dc22-457c-bc74-ed97b8d75f21 of 1260.44 INR from user800@upi to merchant78@upi on 2025-08-25T03:13:32.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 33907404-9a6f-41e2-9c98-a3da053aa7ec of 2123.77 INR from user763@upi to merchant142@upi on 2025-09-02T11:16:27.284110 status SUCCESS in Health.,UPI_TRANSACTION
Transaction 2aa85119-32ef-42c7-82bb-a0ac3fb8ab35 of 3512.38 INR from user654@upi to merchant161@upi on 2025-08-27T06:47:48.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction 815b61a6-862e-495e-baaa-15025f3c409d of 4872.01 INR from user343@upi to merchant169@upi on 2025-09-09T19:10:52.284110 status PENDING in Shopping.,UPI_TRANSACTION
Transaction 80324238-a488-490d-ae46-f522e8fd4d1d of 2781.83 INR from user650@upi to merchant161@upi on 2025-09-04T10:02:49.284110 status SUCCESS in Health.,UPI_TRANSACTION
Transaction be97499e-f75c-4bab-a722-2d7ecf5533f9 of 1768.39 INR from user899@upi to merchant178@upi on 2025-08-15T16:44:17.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction 0339c511-6410-4d5c-88b4-d05400f7eade of 1543.35 INR from user673@upi to merchant65@upi on 2025-09-12T01:39:44.284110 status PENDING in Shopping.,UPI_TRANSACTION
Transaction 0ea2aaac-73e6-4bcf-ac00-d7c2378f5b07 of 882.32 INR from user326@upi to merchant84@upi on 2025-08-28T22:48:31.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
Transaction 0f82df5e-bdeb-48ac-9c79-3e33887a572b of 2618.5 INR from user214@upi to merchant141@upi on 2025-09-08T10:04:28.284110 status SUCCESS in Health.,UPI_TRANSACTION
Transaction 2488ba1c-5d45-47f6-b52f-c65e8a16d305 of 1494.0 INR from user159@upi to merchant82@upi on 2025-08-26T06:10:57.284110 status FAILED in Education.,UPI_TRANSACTION
Transaction 72e104ea-95ce-485c-9b15-f804626680f6 of 4970.31 INR from user860@upi to merchant130@upi on 2025-08-22T16:13:17.284110 status SUCCESS in Shopping.,UPI_TRANSACTION
Transaction 22cc8c28-66ee-495b-9d8e-754ed3c8e7e7 of 1470.79 INR from user175@upi to merchant70@upi on 2025-08-28T02:28:47.284110 status SUCCESS in Travel.,UPI_TRANSACTION
Transaction db4b0bef-ecb4-4cd8-9bec-1a879478826c of 3653.17 INR from user312@upi to merchant111@upi on 2025-09-03T06:15:52.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
Transaction d2f39574-d76c-41da-9a92-3f7ed7a0481a of 4046.37 INR from user867@upi to merchant97@upi on 2025-08-18T15:21:47.284110 status SUCCESS in Travel.,UPI_TRANSACTION
Transaction 024c7d0c-df9a-49d8-9d3a-bfd2a931cc22 of 4780.8 INR from user168@upi to merchant34@upi on 2025-08-29T19:31:21.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction c81f7d3c-8e9b-4d1b-9224-258470593d96 of 2286.3 INR from user170@upi to merchant70@upi on 2025-09-05T11:52:50.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction a1ab7710-bf16-4c61-89eb-4bbb5120529a of 1497.54 INR from user680@upi to merchant112@upi on 2025-08-22T08:58:02.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction f5c91d15-b4de-4d20-b3e1-5d62cd079335 of 2722.85 INR from user793@upi to merchant54@upi on 2025-08-23T09:35:12.284110 status SUCCESS in Health.,UPI_TRANSACTION
Transaction ba8cf379-b238-4d5b-9f13-0e09355968a7 of 815.65 INR from user494@upi to merchant150@upi on 2025-08-24T02:24:32.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction 4f9027fe-c450-409f-bc59-4856a470eb6d of 268.38 INR from user328@upi to merchant47@upi on 2025-08-17T17:36:37.284110 status SUCCESS in Groceries.,UPI_TRANSACTION
Transaction abc1064c-0918-4688-b6c0-8a2d8e7d3f60 of 3473.13 INR from user515@upi to merchant92@upi on 2025-09-10T09:25:45.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction 4d50b353-2868-451b-b6a6-d1d356a27c80 of 3175.78 INR from user614@upi to merchant81@upi on 2025-08-17T17:37:23.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
Transaction 373c33f9-214d-4021-94c9-89b7951762ac of 4945.73 INR from user157@upi to merchant169@upi on 2025-08-18T06:54:09.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction f352987f-2d30-42c7-9b2a-d8a53b8007e3 of 3327.93 INR from user365@upi to merchant200@upi on 2025-08-26T19:17:33.284110 status SUCCESS in Groceries.,UPI_TRANSACTION
Transaction 3b0be750-429d-4b3d-9d64-f8f3752fdd9e of 2112.26 INR from user762@upi to merchant43@upi on 2025-08-19T10:59:23.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction 4472ad12-6dc5-488f-9afe-075edc0cd522 of 3837.81 INR from user792@upi to merchant50@upi on 2025-08-25T15:16:37.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction bad531b4-5fb7-4cb5-b70c-bd86b2c0325a of 904.82 INR from user584@upi to merchant79@upi on 2025-08-30T12:14:14.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 7d8359f2-1794-4fc8-bee7-857864e068e1 of 4556.25 INR from user833@upi to merchant168@upi on 2025-09-02T03:35:12.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction 18026193-c12a-4a26-854c-b0ed56fc2202 of 1210.09 INR from user896@upi to merchant151@upi on 2025-09-03T02:46:14.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
